Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Colin Fields","DET",0.0449,0.0758,0.0589,5.21001,0.2125,0.1675,0,0,,1,4.474,1.0729,0.6176,0.57889,0.161,0.4227,0.0041,0.058,0.6567,5.9103,3.8043,1.55358,1.449,0.146781,0.0944792,0.05230220407247543,0.268675,1.4956,0.287158,0.69123,0.387152,,5.38818,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Colin Fields","sa3021985",802953
"Braeden Fausnaught","PHI",0.051,0.0703,0.0639,5.08356,0.182,0.174,0,0,,1,4.432,1.0703,0.6038,0.56484,0.166889,0.423,0.0032,0.0403,0.6674,6.0066,3.807,1.57778,1.502,0.150587,0.0954422,0.05514439940452576,0.269685,1.4933,0.288224,0.706145,0.399168,,5.39114,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Braeden Fausnaught","sa3020598",805634
"Ryne Moore",,0.046,0.0735,0.0542,5.30946,0.2505,0.1595,0,0,,1,4.514,1.1442,0.6341,0.58994,0.144889,0.4277,0.0052,0.0622,0.5633,5.0697,3.8493,1.31704,1.304,0.12479,0.0947497,0.030039876699447632,0.284337,1.5719,0.301368,0.684998,0.471975,,5.39314,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryne Moore","sa3017725",702295
"Hunter Patteson","KCR",0.0465,0.0724,0.0514,5.36958,0.2694,0.1554,0,0,,1,4.487,1.137,0.6355,0.59662,0.159556,0.4093,0.0056,0.0409,0.5983,5.3847,3.6837,1.46176,1.436,0.133341,0.0912191,0.04212168604135513,0.281659,1.5463,0.298097,0.688476,0.38565,,5.3947,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hunter Patteson","sa3020954",687593
"Chase Solesky","WSN",0.045,0.0762,0.0599,5.22486,0.1969,0.1709,0,0,,1,4.418,1.1366,0.6216,0.58054,0.165222,0.3517,0.0035,0.0397,0.5466,4.9194,3.1653,1.55417,1.487,0.123721,0.0796062,0.04411497712135315,0.282273,1.4883,0.293045,0.689505,0.428485,,5.39537,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chase Solesky","sa3009940",686678
"Jaime Arias",,0.0472,0.0678,0.0439,5.10165,0.4063,0.1263,0,0,,1,4.43,1.0696,0.6031,0.56685,0.172667,0.3989,0.0093,0.0413,0.668,6.012,3.5901,1.67461,1.554,0.15079,0.0900452,0.060744911432266235,0.268084,1.4685,0.284819,0.705432,0.354992,,5.39575,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jaime Arias","sa3014789",671142
"Wade LeBlanc",,0.0461,0.0697,0.0446,5.25762,0.3783,0.1323,0,0,,1,4.437,1.1363,0.6211,0.58418,0.175667,0.3335,0.0202,0.0486,0.5991,5.3919,3.0015,1.7964,1.581,0.135024,0.0751634,0.059860266745090485,0.280229,1.4698,0.292864,0.693458,0.367013,,5.39825,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Wade LeBlanc","5221",453281
"Orlando Ortiz-Mayr","MIA",0.0417,0.0799,0.0585,5.33502,0.1886,0.1726,0,0,,1,4.5,1.131,0.6356,0.59278,0.151444,0.4222,0.0034,0.0602,0.5921,5.3289,3.7998,1.40242,1.363,0.131578,0.0938222,0.0377555713057518,0.281511,1.5532,0.299187,0.684175,0.451251,,5.39826,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Orlando Ortiz-Mayr","sa3018181",689508
"Ricardo Yan","ARI",0.0478,0.0738,0.0578,5.43276,0.1754,0.1754,0,0,,1,4.598,1.0872,0.6473,0.60364,0.131778,0.5733,0.0031,0.0665,0.6987,6.2883,5.1597,1.21873,1.186,0.151957,0.124685,0.027272731065750122,0.27467,1.6605,0.305469,0.686445,0.458694,,5.40159,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ricardo Yan","sa3016056",700282
"Garrison Bryant",,0.0467,0.0732,0.0548,5.30397,0.2406,0.1616,0,0,,1,4.427,1.1099,0.6267,0.58933,0.178667,0.3562,0.0048,0.0449,0.6454,5.8086,3.2058,1.8119,1.608,0.145787,0.0804608,0.06532640010118484,0.27569,1.4661,0.290844,0.690315,0.377008,,5.40165,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Garrison Bryant","sa918939",670193
"Jackson Wolf","SDP",0.0502,0.0713,0.0654,5.03505,0.1754,0.1754,0,0,,1,4.425,1.0487,0.5969,0.55945,0.169222,0.4287,0.003,0.0453,0.6917,6.2253,3.8583,1.61348,1.523,0.156316,0.0968814,0.05943501740694046,0.265426,1.4774,0.284613,0.709801,0.378246,,5.40497,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jackson Wolf","29832",680232
"Jackson Nezuh","HOU",0.0474,0.0714,0.0523,5.2758,0.2752,0.1542,0,0,,1,4.477,1.0547,0.6256,0.5862,0.163778,0.4801,0.0058,0.045,0.7321,6.5889,4.3209,1.52489,1.474,0.163525,0.107237,0.05628769099712372,0.266884,1.5348,0.29153,0.696432,0.405233,,5.40669,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jackson Nezuh","sa3023411",694545
"Joseph Montalvo","DET",0.0452,0.0766,0.0618,5.22342,0.1754,0.1754,0,0,,1,4.468,1.0583,0.6179,0.58038,0.166556,0.4359,0.003,0.0478,0.6873,6.1857,3.9231,1.57674,1.499,0.153827,0.0975604,0.05626679211854935,0.265618,1.4942,0.284862,0.694912,0.366108,,5.4082,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joseph Montalvo","sa3018802",702477
"Josh Hendrickson",,0.0478,0.0713,0.0557,5.16069,0.2587,0.1577,0,0,,1,4.449,1.0813,0.6106,0.57341,0.169667,0.396,0.0053,0.0563,0.6584,5.9256,3.564,1.66263,1.527,0.147988,0.0890088,0.05897954851388931,0.270548,1.4773,0.287706,0.699083,0.369999,,5.41225,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Hendrickson","sa3011196",681973
"Alessandro Ercolani","PIT",0.0435,0.0724,0.0425,5.36013,0.3816,0.1316,0,0,,1,4.525,1.0816,0.635,0.59557,0.152889,0.503,0.0088,0.0425,0.6891,6.2019,4.527,1.36998,1.376,0.152287,0.11116,0.04112706333398819,0.271793,1.5846,0.296002,0.692858,0.397542,,5.41234,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alessandro Ercolani","sa3016714",700344
"Tommy Romero","CHC",0.0454,0.069,0.0396,5.26527,0.4286,0.1216,0,0,,1,4.465,1.0584,0.6223,0.58503,0.171556,0.4568,0.0098,0.0386,0.7352,6.6168,4.1112,1.60946,1.544,0.164658,0.102307,0.062351614236831665,0.266626,1.5152,0.289549,0.700302,0.375004,,5.4125,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tommy Romero","23465",676720
"Cole Percival","MIN",0.0497,0.07,0.0572,5.16447,0.2389,0.1619,0,0,,1,4.491,1.0828,0.6158,0.57383,0.161,0.4515,0.0048,0.053,0.6787,6.1083,4.0635,1.50321,1.449,0.151124,0.100534,0.050590068101882935,0.271617,1.5343,0.292932,0.701734,0.445634,,5.41558,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cole Percival","sa3014919",676931
"Andrew Taylor","HOU",0.0466,0.0723,0.0512,5.36139,0.2727,0.1547,0,0,,1,4.506,1.0633,0.6356,0.59571,0.160667,0.5069,0.0058,0.0432,0.7441,6.6969,4.5621,1.46794,1.446,0.165135,0.112494,0.05264091491699219,0.268788,1.5702,0.295835,0.694732,0.411257,,5.41725,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Andrew Taylor","sa3020873",800063
"Brycen Mautz","STL",0.0486,0.073,0.0635,5.13333,0.1754,0.1754,0,0,,1,4.507,1.0863,0.6116,0.57037,0.147889,0.4739,0.0031,0.0539,0.6272,5.6448,4.2651,1.32349,1.331,0.139161,0.105148,0.03401375561952591,0.272995,1.5602,0.292877,0.701028,0.420377,,5.41804,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brycen Mautz","sa3020710",802408
"Manuel Mercedes","SFG",0.0436,0.0779,0.0595,5.31603,0.182,0.174,0,0,,1,4.603,1.1641,0.6399,0.59067,0.118111,0.5144,0.0033,0.0549,0.4956,4.4604,4.6296,0.963453,1.063,0.107669,0.111753,-0.004084296524524689,0.288594,1.6785,0.305846,0.686385,0.533528,,5.41862,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Manuel Mercedes","sa3015214",692352
"Manuel Urias","HOU",0.0463,0.0711,0.0473,5.34708,0.3222,0.1442,0,0,,1,4.457,1.1021,0.6338,0.59412,0.169222,0.4157,0.007,0.043,0.6594,5.9346,3.7413,1.58624,1.523,0.147947,0.093269,0.05467803776264191,0.275642,1.5178,0.294313,0.690146,0.41085,,5.42367,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Manuel Urias","sa3007606",679893
"Bailey Dees","NYY",0.051,0.0702,0.0629,5.13414,0.182,0.174,0,0,,1,4.444,1.0478,0.6084,0.57046,0.179778,0.4207,0.0032,0.0497,0.7448,6.7032,3.7863,1.77038,1.618,0.167597,0.094667,0.07292978465557098,0.26369,1.4685,0.284689,0.706848,0.390387,,5.42519,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Bailey Dees","sa3017946",676442
"Norwith Gudiño",,0.0448,0.0707,0.039,5.54211,0.389,0.13,0,0,,1,4.478,1.118,0.6536,0.61579,0.171,0.423,0.0089,0.0419,0.6782,6.1038,3.807,1.60331,1.539,0.151452,0.0944618,0.05698972940444946,0.278588,1.541,0.299314,0.681776,0.385658,,5.42778,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Norwith Gudino","sa872808",660508
"Ryley Widell",,0.0468,0.0729,0.0553,5.28147,0.2431,0.1611,0,0,,1,4.499,1.0969,0.6257,0.58683,0.162111,0.4531,0.0049,0.0439,0.6683,6.0147,4.0779,1.47495,1.459,0.148544,0.100711,0.047832854092121124,0.274088,1.55,0.294738,0.698616,0.389996,,5.42832,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryley Widell","sa3005099",676363
"Joe Miller","DET",0.0452,0.0759,0.0609,5.16888,0.1977,0.1707,0,0,,1,4.491,1.1213,0.6153,0.57432,0.152667,0.4037,0.0037,0.0532,0.5457,4.9113,3.6333,1.35175,1.374,0.12151,0.0898909,0.03161879628896713,0.277955,1.525,0.290381,0.693757,0.410231,,5.43045,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joe Miller","sa3020393",701464
"Ben Brecht",,0.0471,0.0737,0.0585,5.28498,0.2018,0.1698,0,0,,1,4.469,1.1068,0.6251,0.58722,0.170111,0.4089,0.0037,0.0418,0.6492,5.8428,3.6801,1.58767,1.531,0.145267,0.091497,0.05377043038606644,0.27544,1.5157,0.292808,0.697119,0.375015,,5.43162,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Brecht","sa3011218",669229
"Chandler Murphy","TBR",0.046,0.0748,0.0567,5.34969,0.2076,0.1686,0,0,,1,4.478,1.1229,0.6357,0.59441,0.165556,0.4133,0.0039,0.0494,0.6373,5.7357,3.7197,1.54198,1.49,0.142318,0.0922957,0.05002232640981674,0.279655,1.5362,0.298011,0.690344,0.435738,,5.4322,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chandler Murphy","sa3023123",686489
"Blake Burkhalter","ATL",0.0503,0.0712,0.0575,5.44617,0.1754,0.1754,0,0,,1,4.48,1.129,0.6444,0.60513,0.170889,0.4043,0.003,0.0432,0.6472,5.8248,3.6387,1.60079,1.538,0.144464,0.0902455,0.05421874672174454,0.279975,1.5333,0.298067,0.68691,0.399923,,5.43614,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Blake Burkhalter","sa3020382",686628
"Shaddon Peavyhouse","SEA",0.0441,0.0729,0.0489,5.16861,0.3387,0.1407,0,0,,1,4.524,1.1049,0.6186,0.57429,0.142889,0.473,0.0076,0.0602,0.5935,5.3415,4.257,1.25476,1.286,0.131189,0.104553,0.026635728776454926,0.276862,1.5779,0.295602,0.696227,0.472899,,5.43664,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shaddon Peavyhouse","sa3020802",685097
"Brett Conine",,0.0449,0.0728,0.0462,5.42025,0.3206,0.1446,0,0,,1,4.472,1.1133,0.6399,0.60225,0.174444,0.3925,0.007,0.0553,0.6693,6.0237,3.5325,1.70522,1.57,0.149665,0.0877683,0.06189624220132828,0.276651,1.5058,0.295195,0.686363,0.381014,,5.43906,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brett Conine","sa3008024",669345
"Jerad Eickhoff",,0.0463,0.0754,0.0588,5.37912,0.1754,0.1754,0,0,,1,4.433,1.1392,0.636,0.59768,0.181222,0.3241,0.0061,0.0573,0.6136,5.5224,2.9169,1.89324,1.631,0.138416,0.0731108,0.0653056651353836,0.281173,1.4633,0.294149,0.683951,0.392009,,5.43937,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jerad Eickhoff","12664",595191
"Mitch Myers","ATH",0.0453,0.0737,0.0531,5.26869,0.2661,0.1561,0,0,,1,4.414,1.1496,0.626,0.58541,0.172222,0.322,0.0055,0.0483,0.5363,4.8267,2.898,1.66553,1.55,0.1215,0.0729497,0.0485500693321228,0.284294,1.4716,0.293051,0.687207,0.423087,,5.44367,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mitch Myers","sa3018179",688490
"Hunter Riggins",,0.0477,0.0678,0.0412,5.47992,0.3849,0.1309,0,0,,1,4.57,1.1578,0.6536,0.60888,0.141444,0.4985,0.009,0.0425,0.5919,5.3271,4.4865,1.18736,1.273,0.129519,0.109081,0.02043764293193817,0.287367,1.6563,0.308392,0.687592,0.475237,,5.44446,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hunter Riggins","sa3020340",806329
"Daniel Nunez","ARI",0.0458,0.0707,0.0427,5.54184,0.3535,0.1375,0,0,,1,4.54,1.138,0.657,0.61576,0.152333,0.4672,0.0081,0.0467,0.6215,5.5935,4.2048,1.33027,1.371,0.136894,0.102907,0.03398677706718445,0.282656,1.6052,0.303071,0.681211,0.420462,,5.44551,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Nunez","sa3023597",805982
"Ryan Hawks","SEA",0.0448,0.077,0.0615,5.23719,0.1754,0.1754,0,0,,1,4.466,1.1312,0.624,0.58191,0.162778,0.381,0.003,0.0518,0.5639,5.0751,3.429,1.48005,1.465,0.126265,0.0853112,0.0409538671374321,0.280472,1.5122,0.292882,0.691577,0.438984,,5.45319,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Hawks","sa3022999",686470
"Chen-Wei Lin","STL",0.0472,0.0744,0.0613,5.24862,0.1754,0.1754,0,0,,1,4.517,1.1037,0.6264,0.58318,0.145778,0.4801,0.0031,0.0506,0.5995,5.3955,4.3209,1.2487,1.312,0.132721,0.106287,0.02643347531557083,0.276873,1.5838,0.295562,0.693913,0.451407,,5.45469,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chen-Wei Lin","sa3022876",813820
"Chad Donato",,0.0462,0.0746,0.0566,5.36517,0.2043,0.1693,0,0,,1,4.455,1.1098,0.6346,0.59613,0.174444,0.3947,0.0038,0.0423,0.6434,5.7906,3.5523,1.6301,1.57,0.144422,0.0885971,0.05582492798566818,0.276207,1.5045,0.292284,0.690245,0.38802,,5.45846,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chad Donato","sa919112",669942
"Justin Bullock","MIL",0.0463,0.0754,0.0596,5.33745,0.1754,0.1754,0,0,,1,4.419,1.1067,0.6297,0.59305,0.190556,0.3484,0.003,0.0405,0.6744,6.0696,3.1356,1.93571,1.715,0.152614,0.0788414,0.07377233356237411,0.274609,1.4551,0.289448,0.694593,0.370339,,5.4616,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Justin Bullock","sa3005213",668908
"Ben Braymer",,0.0443,0.0698,0.0414,5.16051,0.4376,0.1196,0,0,,1,4.453,1.0883,0.6113,0.57339,0.165889,0.4142,0.01,0.0462,0.6197,5.5773,3.7278,1.49614,1.493,0.139165,0.0930159,0.04614866524934769,0.272579,1.5025,0.287623,0.701591,0.379548,,5.46484,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Braymer","20175",664069
"Brian Fitzpatrick","MIL",0.0458,0.0694,0.0439,5.19318,0.3989,0.1279,0,0,,1,4.513,1.0698,0.6162,0.57702,0.161111,0.4902,0.0092,0.0456,0.7012,6.3108,4.4118,1.43044,1.45,0.155373,0.10862,0.046753816306591034,0.268983,1.56,0.291724,0.707261,0.396547,,5.46592,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brian Fitzpatrick","sa3020265",702153
"Dalton Rogers","BOS",0.0473,0.0739,0.0569,5.40342,0.1928,0.1718,0,0,,1,4.586,1.0729,0.6431,0.60038,0.138889,0.6073,0.0035,0.0406,0.7228,6.5052,5.4657,1.19019,1.25,0.15761,0.132425,0.025185346603393555,0.272441,1.6802,0.303604,0.698029,0.444894,,5.47014,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dalton Rogers","sa3020479",800059
"Mike Ruff",,0.0452,0.072,0.0461,5.36553,0.3313,0.1423,0,0,,1,4.473,1.0945,0.6341,0.59617,0.172556,0.4034,0.0073,0.0648,0.6702,6.0318,3.6306,1.66138,1.553,0.149832,0.0901856,0.059646762907505035,0.273297,1.4979,0.291566,0.687562,0.382988,,5.4739,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mike Ruff","sa3011125",668736
"Cory Wall","ATL",0.0479,0.0664,0.038,5.46147,0.4261,0.1221,0,0,,1,4.508,1.1119,0.6457,0.60683,0.167778,0.4474,0.01,0.0452,0.6757,6.0813,4.0266,1.51028,1.51,0.149889,0.0992458,0.05064330995082855,0.276909,1.5593,0.29765,0.689816,0.393333,,5.47399,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cory Wall","sa3022944",696505
"Cale Lansville","SFG",0.0427,0.0773,0.053,5.43456,0.2381,0.1621,0,0,,1,4.549,1.1497,0.6479,0.60384,0.147333,0.4489,0.0048,0.0483,0.5486,4.9374,4.0401,1.2221,1.326,0.120598,0.098681,0.02191690355539322,0.28375,1.5986,0.298691,0.682811,0.455846,,5.47621,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cale Lansville","sa3023176",695746
"Trent Baker","MIN",0.045,0.0743,0.0511,5.39982,0.2604,0.1574,0,0,,1,4.467,1.0972,0.6376,0.59998,0.176556,0.4113,0.0053,0.044,0.6754,6.0786,3.7017,1.64211,1.589,0.151198,0.0920752,0.05912245064973831,0.2735,1.5085,0.291367,0.690466,0.377416,,5.4768,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trent Baker","sa3017504",694536
"Jose Salvador",,0.0462,0.0706,0.0467,5.26239,0.3494,0.1384,0,0,,1,4.494,1.0895,0.6232,0.58471,0.164,0.4534,0.0078,0.0444,0.6573,5.9157,4.0806,1.44971,1.476,0.146262,0.10089,0.045371606945991516,0.272634,1.5429,0.291505,0.700297,0.383011,,5.47728,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jose Salvador","sa3006482",678358
"Felix Arronde","KCR",0.045,0.0763,0.0546,5.53347,0.1911,0.1721,0,0,,1,4.559,1.1515,0.6587,0.61483,0.141222,0.4832,0.0035,0.0523,0.5657,5.0913,4.3488,1.17074,1.271,0.124084,0.105988,0.018096067011356354,0.286194,1.6347,0.304615,0.679198,0.455585,,5.47747,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Felix Arronde","sa3016526",702373
"Mark Manfredi","MIL",0.046,0.0706,0.0478,5.19489,0.3494,0.1384,0,0,,1,4.565,1.0378,0.6174,0.57721,0.150667,0.5715,0.0079,0.0562,0.7636,6.8724,5.1435,1.33613,1.356,0.167273,0.125192,0.042081043124198914,0.263582,1.6093,0.293458,0.709328,0.409876,,5.48105,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mark Manfredi","sa3023516",815081
"Didier Fuentes","ATL",0.0497,0.0715,0.0557,5.49972,0.1853,0.1733,0,0,,1,4.523,1.1009,0.6503,0.61108,0.166556,0.4768,0.0033,0.0439,0.7044,6.3396,4.2912,1.47735,1.499,0.155737,0.105417,0.050320595502853394,0.275067,1.5777,0.298384,0.689762,0.395316,,5.485,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Didier Fuentes","30661",800311
"T.J. Zeuch",,0.0456,0.0761,0.0567,5.48658,0.1754,0.1754,0,0,,1,4.478,1.1887,0.6538,0.60962,0.172444,0.359,0.0028,0.0477,0.5704,5.1336,3.231,1.58886,1.552,0.127378,0.0801697,0.04720856994390488,0.291971,1.5477,0.305323,0.684311,0.483016,,5.48756,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"T.J. Zeuch","19269",643615
"Ryan Garcia","TEX",0.0479,0.0737,0.0593,5.35077,0.1754,0.1754,0,0,,1,4.478,1.0446,0.6304,0.59453,0.183222,0.4591,0.003,0.0481,0.7898,7.1082,4.1319,1.72032,1.649,0.176373,0.102523,0.07384993135929108,0.26307,1.5037,0.287339,0.700215,0.351405,,5.49037,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Garcia","sa3011190",674114
"Jordan Fowler",,0.046,0.0727,0.052,5.29794,0.2785,0.1535,0,0,,1,4.502,1.1471,0.6307,0.58866,0.155444,0.4206,0.0059,0.0417,0.5413,4.8717,3.7854,1.28697,1.399,0.120235,0.0934251,0.026810310781002045,0.283957,1.5677,0.29664,0.694034,0.429009,,5.49156,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jordan Fowler","sa3017777",676821
"Grant Kipp","CHC",0.045,0.0751,0.0537,5.40738,0.2315,0.1635,0,0,,1,4.52,1.1132,0.6429,0.60082,0.155667,0.4705,0.0047,0.0506,0.6309,5.6781,4.2345,1.34091,1.401,0.13958,0.104093,0.03548673540353775,0.278377,1.5837,0.29808,0.688844,0.435649,,5.49165,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Grant Kipp","sa3020185",805990
"Jackson Baumeister","TBR",0.0461,0.0752,0.0574,5.3811,0.1911,0.1721,0,0,,1,4.526,1.0445,0.6368,0.5979,0.166,0.532,0.0035,0.0512,0.7899,7.1091,4.788,1.48477,1.494,0.174525,0.117543,0.056981876492500305,0.264913,1.5765,0.294118,0.69913,0.39815,,5.49428,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jackson Baumeister","sa3023471",691765
"Justin Nicolino",,0.0469,0.0743,0.0569,5.40036,0.1936,0.1716,0,0,,1,4.431,1.1475,0.6381,0.60004,0.194444,0.3282,0.0035,0.0397,0.6503,5.8527,2.9538,1.98141,1.75,0.146761,0.0740691,0.0726923868060112,0.28242,1.4757,0.296131,0.695983,0.392382,,5.49736,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Justin Nicolino","11754",592593
"Mitch Neunborn","PHI",0.0475,0.0688,0.045,5.28084,0.3577,0.1367,0,0,,1,4.435,1.0421,0.6224,0.58676,0.184778,0.4359,0.0079,0.0459,0.7575,6.8175,3.9231,1.73778,1.663,0.1708,0.0982864,0.07251408696174622,0.263609,1.478,0.284737,0.701708,0.356787,,5.49899,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mitch Neunborn","sa3021722",666748
